"id","corporate_office","zone","circle","division","subdivision","section","rate_schedule_main_grp","tariff","rate_schedule_code","debit_rate","credit_rate","demand_based_tariff","time_of_day","voltage_class_kv","active_installations","inactive_installations","total_installations","metered_installations","unmetered_installations","total_metered_unmetered","dc_mnr_installations","installations_billed","installations_unbilled","total_billed_unbilled","ob_active","ob_inactive","ob_total","demand_active","demand_inactive","demand_total","collection_active","collection_inactive","collection_total","assessed_taxed_consumption","assessed_tax_exempted_consumption","metered_taxed_consumption","metered_tax_exempted_consumption","total_consumption","bill_cancellation_consumption","net_consumption","wheeled_energy_units","ob_revenue","ob_interest_rev_misc","ob_interest_tax","ob_tax","ob_total_sum","misc_revenue","misc_demand","misc_interest_rev_arrears","misc_total_sum","cur_revenue","cur_misc_demand","cur_interest_rev_arrears","cur_interest_tax","cur_tax","cur_total_sum","dr_adj_revenue","dr_adj_misc","dr_adj_tax","dr_adj_total","bc_revenue","bc_misc","bc_interest_rev_misc","bc_interest_tax","bc_tax","bc_total_sum","net_demand_revenue","net_demand_tax","coll_revenue","coll_interest_rev_misc","coll_interest_tax","coll_tax","coll_total_sum","cr_adj_revenue","cr_adj_misc","cr_adj_tax","cr_adj_total","net_iod","net_reversal_iod","suspense_to_rr_transfer","from_rr_transfer","to_rr_transfer","pc_revenue","pc_interest_revenue","pc_interest_tax","pc_tax","pc_total","net_collection","write_off","cb_revenue","cb_interest_rev_misc","cb_interest_tax","cb_tax","cb_total_sum","average_cost_of_supply","pct_live_installations","pct_billed_installations","pct_dc_mnr_installations","pct_metered_consumption","pct_assessed_consumption","pct_coll_eff_with_adj","pct_coll_eff_without_adj","ratio_arrears_to_demand","demand_per_unit","coll_per_unit_with_adj","coll_per_unit_without_adj","consumption_per_installation","pct_recovery_of_avg_cost","gst_tcs_ob","gst_tcs_demand","gst_tcs_debit_adjustment","gst_tcs_bill_cancellation","gst_tcs_net_demand","gst_tcs_collection","gst_tcs_credit_adjustment","gst_tcs_payment_cancellation","gst_tcs_cb"
"289","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Hebbal","Yalahanka","Yalahanka","HT","HT","HT1","23.2507","61.2507","N","N","11","28","2","30","28","0","28","0","26","2","28","42299007.55","0.0","42299007.55","253006937.42","0.0","253006937.42","255921891.11","0.0","255921891.11","0.0","0.0","22617450.24","0.0","22617450.24","34471.59","22582978.64","0.0","42299007.55","1047155.28","65674.47","3306150.42","46884826.58","42299007.55","16882249.61","743795.41","59925052.57","218067167.24","16882249.61","743795.41","0.0","18324523.63","254017735.88","1423842.98","0.0","0.0","1423842.98","1736162.84","0.0","0.0","0.0","8697.52","1744860.36","253006937.42","18315826.11","255921891.11","731099.29","0.0","21261452.31","279720547.16","180160.63","0.0","0.0","180160.63","3223544.31","40805.8","0.0","0.0","0.0","442040.72","0.0","0.0","0.0","442040.72","279458667.06","53822.76","39330231.1","1059851.39","0.0","360524.22","40948809.98","9.92","100","92.8571","0","100.0","0.0","89.7191","89.0992","0.129845","13.9435","12.51","12.3675","807766.0799","124.672","166838.86","1837468.86","0.0","0.0","1837468.86","1806104.44","0.0","0.0","198203.27"
"290","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Hebbal","Yalahanka","Yalahanka","HT","HT","HT2A1-N","23.2607","61.2607","N","N","Upto 11","21","2","23","21","0","21","0","19","2","21","21001387.87","0.0","21001387.87","185341745.75","0.0","185341745.75","171948132.33","0.0","171948132.33","0.0","0.0","17213789.23","0.0","17213789.23","892.91","17212896.32","0.0","21001387.87","598131.97","17353.94","2093019.91","23857315.31","21001387.87","13013779.74","205341.59","34220509.21","159267924.3","13013779.74","205341.59","0.0","13135559.34","185622604.97","568274.01","0.0","0.0","568274.01","932695.22","0.0","0.0","0.0","16316.52","949011.74","185341745.75","13119242.82","171948132.33","195863.08","0.0","14525632.4","187391044.06","1710497.33","0.0","0.0","1710497.33","2511739.05","48206.86","0.0","0.0","0.0","403326.92","0.0","0.0","0.0","403326.92","188698214.48","93840.46","34301160.84","607610.48","0.0","686630.34","35777735.17","9.92","100","90.4762","0","100.0","0.0","86.1583","85.2385","0.162323","12.8044","11.032","10.8861","819704.2489","109.7389","147421.62","756328.15","0.0","0.0","756328.15","721416.26","0.0","0.0","182333.51"
"291","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Hebbal","Yalahanka","Yalahanka","HT","HT","HT2A2-N","23.2237","61.2617","N","N","Upto 11","30","2","32","30","0","30","0","28","2","30","26429382.88","0.0","26429382.88","273150145.09","0.0","273150145.09","252806998.97","0.0","252806998.97","0.0","0.0","26129093.96","0.0","26129093.96","83252.06","26045841.9","0.0","26429382.88","476095.18","55831.22","4580859.05","31599058.99","26429382.88","18270646.56","379413.53","45079442.97","236682687.53","18270646.56","379413.53","0.0","21415947.2","276748694.82","7381.47","0.0","0.0","7381.47","840044.08","0.0","0.0","0.0","25514.25","865558.32","273150145.09","21390432.96","252806998.97","364553.38","0.0","24978612.95","279027769.68","964930.02","0.0","0.0","964930.02","2398286.1","30084.21","0.0","0.0","0.0","298894.65","0.0","0.0","0.0","298894.65","279693805.05","50777.61","46721751.39","490955.32","0.0","992679.05","48298049.86","9.92","100","93.3333","0","100.0","0.0","87.4441","86.7009","0.150071","12.3171","10.7706","10.6788","870969.7986","107.6493","56890.66","913377.81","0.0","0.0","913377.81","877604.37","0.0","0.0","92664.1"
"292","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Hebbal","Yalahanka","Yalahanka","HT","HT","HT2B1","23.2707","61.2707","N","N","11","23","2","25","23","0","23","0","21","2","23","29153636.73","0.0","29153636.73","220369311.96","0.0","220369311.96","207225222.91","0.0","207225222.91","0.0","0.0","23006273.17","0.0","23006273.17","4953.51","23001319.66","0.0","29153636.73","632569.84","50832.25","3542495.51","33632429.78","29153636.73","15985653.87","340396.96","45479687.56","188094556.68","15985653.87","340396.96","0.0","15678248.25","220098855.75","629106.79","0.0","0.0","629106.79","1006453.17","0.0","0.0","0.0","71914.44","1078367.61","220369311.96","15606333.8","207225222.91","324692.39","0.0","18333974.83","227245090.23","1045187.68","0.0","0.0","1045187.68","3237378.92","65439.88","0.0","0.0","0.0","164604.53","0.0","0.0","0.0","164604.53","228125673.38","2564.46","42295161.31","648274.4","0.0","814854.48","44077023.53","9.92","100","91.3043","0","100.0","0.0","86.58","85.5661","0.165574","11.5711","10.0182","9.8775","1000272.7464","99.5718","252895.46","1427037.97","0.0","0.0","1427037.97","1361200.09","0.0","0.0","318733.33"
"293","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Hebbal","Yalahanka","Yalahanka","HT","HT","HT2B2","23.2737","61.2737","N","N","11","28","2","30","28","0","28","0","26","2","28","68978797.71","0.0","68978797.71","272322713.01","0.0","272322713.01","299505661.03","0.0","299505661.03","0.0","0.0","21976319.2","0.0","21976319.2","50690.19","21925629.01","0.0","68978797.71","857320.5","94046.71","5226757.11","75319572.57","68978797.71","18551389.82","1082187.91","88612375.43","234201351.27","18551389.82","1082187.91","0.0","21853936.6","275688865.6","531019.81","0.0","0.0","531019.81","1676813.52","0.0","0.0","0.0","35808.82","1712622.34","272322713.01","21818127.78","299505661.03","1069071.99","0.0","26752480.66","328137479.8","749698.56","0.0","0.0","749698.56","4406619.36","143096.48","0.0","0.0","0.0","1052402.6","0.0","0.0","0.0","1052402.6","327834775.77","95194.06","41700655.63","870436.42","0.0","292404.23","43036087.58","9.92","100","92.8571","0","100.0","0.0","91.1499","90.0731","0.117961","16.6012","15.1319","14.9314","784868.5429","150.5183","162650.54","820206.88","0.0","0.0","820206.88","810266.12","0.0","0.0","172591.29"
"294","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Hebbal","Yalahanka","Yalahanka","HT","HT","HT2C1","23.2708","61.2708","N","N","11","40","3","43","40","0","40","0","37","3","40","44961661.22","0.0","44961661.22","421545034.36","0.0","421545034.36","393058238.22","0.0","393058238.22","0.0","0.0","38687711.86","0.0","38687711.86","132442.59","38555269.27","0.0","44961661.22","670666.02","38446.03","3902092.8","49780560.59","44961661.22","28080106.37","812277.52","73854045.11","363218184.77","28080106.37","812277.52","0.0","30255315.95","422365884.61","1297971.26","0.0","0.0","1297971.26","755889.45","0.0","0.0","0.0","15982.95","771872.4","421545034.36","30239333.0","393058238.22","782185.53","0.0","32891998.56","429234456.87","77648.3","0.0","0.0","77648.3","3499021.23","85699.25","0.0","0.0","0.0","799289.35","0.0","0.0","0.0","799289.35","428512815.83","185841.41","73262615.94","700758.01","0.0","1249427.24","75516753.16","9.92","100","92.5","0","100.0","0.0","86.9785","86.5008","0.151787","12.8598","11.1853","11.0949","967192.7965","111.8433","207694.51","2598292.01","0.0","0.0","2598292.01","2502034.56","0.0","0.0","303951.97"
"295","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Hebbal","Yalahanka","Yalahanka","LT","LT1","LT1-M","23.1017","61.1017","N","N","Upto 11","2151","164","2315","2151","0","2151","0","1989","162","2151","312481.94","0.0","312481.94","3093728.8","0.0","3093728.8","2821047.71","0.0","2821047.71","15683.76","0.0","421760.89","0.0","437444.65","1198.25","436246.4","0.0","312481.94","5972.02","474.89","27495.11","346423.96","312481.94","222516.47","5428.42","540426.83","2613885.15","222516.47","5428.42","0.0","229623.73","3071453.77","24025.81","0.0","0.0","24025.81","71.94","0.0","0.0","0.0","390.58","462.52","3093728.8","229233.15","2821047.71","5233.06","0.0","247865.19","3074145.95","17241.52","0.0","0.0","17241.52","43261.26","203.49","0.0","0.0","0.0","4047.88","0.0","0.0","0.0","4047.88","3087339.6","351.55","584811.48","6167.39","0.0","8863.08","599841.94","9.92","100","92.4686","0","96.4147","3.5853","85.7395","85.1121","0.164977","8.3117","7.1264","7.0275","203.368","70.8418","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"296","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Hebbal","Yalahanka","Yalahanka","LT","LT2","LT2A1-N","23.1117","61.1117","N","N","Upto 11","54158","4123","58281","54158","0","54158","0","50069","4089","54158","119349460.67","0.0","119349460.67","475308371.43","0.0","475308371.43","516490038.38","0.0","516490038.38","2239111.41","0.0","53315444.61","0.0","55554556.02","160741.69","55393814.33","0.0","119349460.67","2642977.03","40389.27","4857418.15","126890245.13","119349460.67","34532433.43","1103718.44","154985612.55","402562497.95","34532433.43","1103718.44","0.0","35759769.83","473958419.66","3167373.82","0.0","0.0","3167373.82","1693804.1","0.0","0.0","0.0","108967.55","1802771.65","475308371.43","35650802.27","516490038.38","1092252.38","0.0","40195233.38","557777524.14","159630.15","0.0","0.0","159630.15","4988335.52","225090.86","0.0","0.0","0.0","2016748.12","0.0","0.0","0.0","2016748.12","555920406.17","64790.88","78103002.84","2654443.09","0.0","312987.05","81070432.98","9.92","100","92.4499","0","95.9695","4.0305","89.0295","88.6848","0.128253","11.3782","10.13","10.0402","1025.7867","101.2115","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"297","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Hebbal","Yalahanka","Yalahanka","LT","LT2","LT2A1FL","23.1147","61.1147","N","N","Upto 11","746","57","803","746","0","746","0","690","56","746","1643011.61","0.0","1643011.61","6694932.69","0.0","6694932.69","7352594.88","0.0","7352594.88","26819.25","0.0","715796.63","0.0","742615.88","1114.04","741501.84","0.0","1643011.61","40814.78","651.27","112620.47","1797098.13","1643011.61","450054.3","30525.09","2123591.01","5711997.06","450054.3","30525.09","0.0","517590.76","6710167.22","55806.59","0.0","0.0","55806.59","34029.76","0.0","0.0","0.0","306.66","34336.41","6694932.69","517284.1","7352594.88","30515.08","0.0","630004.41","8013114.37","7786.57","0.0","0.0","7786.57","72203.86","1305.72","0.0","0.0","0.0","1613.04","0.0","0.0","0.0","1613.04","8019287.9","559.06","984790.36","40824.8","0.0","0.0","1025615.16","9.92","100","92.4933","0","96.3885","3.6115","90.9529","90.7101","0.115373","11.9706","10.8876","10.7904","995.4637","108.7741","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"298","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Hebbal","Yalahanka","Yalahanka","LT","LT3","LT3-N","23.1217","61.1217","N","N","Upto 11","11089","844","11933","11089","0","11089","0","10252","837","11089","260640895.12","0.0","260640895.12","1167367967.56","0.0","1167367967.56","1208496399.27","0.0","1208496399.27","2041552.53","0.0","87524059.07","0.0","89565611.6","235975.33","89329636.26","0.0","260640895.12","2650441.56","234084.85","13987709.95","278010804.12","260640895.12","82191888.49","3808400.21","346641183.82","994389190.2","82191888.49","3808400.21","0.0","81856308.96","1162245787.85","5483103.0","0.0","0.0","5483103.0","4504903.04","0.0","0.0","0.0","46962.9","4551865.94","1167367967.56","81809346.05","1208496399.27","3667193.31","0.0","92290338.77","1313482997.9","10858852.29","0.0","0.0","10858852.29","10162232.85","154265.42","0.0","0.0","0.0","1259456.81","0.0","0.0","0.0","1259456.81","1323082393.39","243226.95","219269236.45","2791648.46","0.0","3506717.23","226412942.96","9.92","100","92.452","0","97.7206","2.2794","87.4057","87.0498","0.14951","16.9079","14.7785","14.665","8076.9782","147.833","497672.64","9376734.74","0.0","0.0","9376734.74","9029066.55","0.0","0.0","845340.82"
"299","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Hebbal","Yalahanka","Yalahanka","LT","LT5","LT5-N","23.1517","61.1517","N","N","Upto 11","3404","259","3663","3404","0","3404","0","3147","257","3404","88822625.33","0.0","88822625.33","366979055.32","0.0","366979055.32","396279677.34","0.0","396279677.34","799278.45","0.0","34054971.29","0.0","34854249.75","57218.81","34797030.94","0.0","88822625.33","2208393.22","43264.93","2971450.24","94316090.11","88822625.33","26951275.09","1141008.12","116914908.54","311398784.94","26951275.09","1141008.12","0.0","27147385.64","366638453.79","441409.73","0.0","0.0","441409.73","1045705.77","0.0","0.0","0.0","4602.51","1050308.29","366979055.32","27142783.13","396279677.34","1129770.47","0.0","29822199.06","429262197.73","2110301.6","0.0","0.0","2110301.6","5150897.81","225096.14","0.0","0.0","0.0","112815.09","0.0","0.0","0.0","112815.09","431259684.24","214844.54","59307158.77","2219630.87","0.0","292034.31","62109377.92","9.92","100","92.4501","0","97.7068","2.2932","89.7557","88.7725","0.128327","13.8862","12.4637","12.3159","10239.2038","124.1524","270356.4","2050748.45","0.0","0.0","2050748.45","2030550.87","0.0","0.0","290553.97"
"300","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Hebbal","Yalahanka","Yalahanka","LT","LT4","LT4-N","23.1417","61.1417","N","N","Upto 11","775","59","834","775","0","775","0","717","59","776","3315056.71","0.0","3315056.71","13435159.77","0.0","13435159.77","14152351.4","0.0","14152351.4","149097.59","0.0","3995815.5","0.0","4144913.1","5289.33","4139623.77","0.0","3315056.71","44823.51","1980.11","172455.82","3534316.15","3315056.71","977880.99","38710.6","4331648.3","11378601.62","977880.99","38710.6","0.0","1053222.36","13448415.56","28058.28","0.0","0.0","28058.28","4683.3","0.0","0.0","0.0","2945.6","7628.9","13435159.77","1050276.76","14152351.4","37284.52","0.0","1180524.81","15370160.73","124579.45","0.0","0.0","124579.45","192859.67","6537.34","0.0","0.0","0.0","26177.53","0.0","0.0","0.0","26177.53","15468562.65","10239.46","2587625.62","46249.59","0.0","42207.76","2676082.97","9.92","100","92.5161","0","96.4029","3.5971","87.3928","86.446","0.150273","4.2964","3.7547","3.7082","5348.275","37.381","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"301","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Jalahalli","Jalahalli","Jalahalli","HT","HT","HT1","23.2507","61.2507","N","N","11","35","3","38","35","0","35","0","32","3","35","66398047.79","0.0","66398047.79","293137037.9","0.0","293137037.9","304882187.83","0.0","304882187.83","0.0","0.0","30461150.42","0.0","30461150.42","117772.87","30343377.55","0.0","66398047.79","1010834.63","43832.18","5150009.17","72833535.44","66398047.79","20630419.23","1067109.71","88095576.73","247994690.93","20630419.23","1067109.71","0.0","21903003.9","291595223.77","2313654.07","0.0","0.0","2313654.07","566364.97","0.0","0.0","0.0","43637.77","610002.74","293137037.9","21859366.14","304882187.83","1034829.06","0.0","26234644.76","333798377.82","800304.99","0.0","0.0","800304.99","2872812.39","51786.74","0.0","0.0","0.0","1211439.43","0.0","0.0","0.0","1211439.43","333387243.38","24347.58","54628550.28","1043115.28","0.0","774730.56","56728575.75","9.92","100","91.4286","0","100.0","0.0","88.1328","87.9132","0.148502","12.5407","11.0525","10.9582","870318.5835","110.4654","230811.67","1698084.14","0.0","0.0","1698084.14","1646716.17","0.0","0.0","282179.64"
"302","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Jalahalli","Jalahalli","Jalahalli","HT","HT","HT2A1-N","23.2607","61.2607","N","N","Upto 11","27","2","29","27","0","27","0","25","2","27","44744681.81","0.0","44744681.81","213428227.42","0.0","213428227.42","216226194.55","0.0","216226194.55","0.0","0.0","23726099.8","0.0","23726099.8","54492.13","23671607.66","0.0","44744681.81","962695.86","21150.98","2693075.57","48685712.68","44744681.81","15213227.41","426415.21","60384324.44","182556825.34","15213227.41","426415.21","0.0","15434742.12","213631210.09","833684.75","0.0","0.0","833684.75","1241567.92","0.0","0.0","0.0","38992.3","1280560.22","213428227.42","15395749.82","216226194.55","405638.04","0.0","17244536.05","235334780.67","1045802.24","0.0","0.0","1045802.24","3019002.95","32170.71","0.0","0.0","0.0","460549.92","0.0","0.0","0.0","460549.92","235920032.99","215025.96","41731688.73","983473.03","0.0","844289.34","43898260.81","9.92","100","92.5926","0","100.0","0.0","86.7217","85.8837","0.159718","11.5843","10.0461","9.9188","878744.437","99.988","264108.45","1533113.28","0.0","0.0","1533113.28","1458412.02","0.0","0.0","338809.71"
"303","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Jalahalli","Jalahalli","Jalahalli","HT","HT","HT2A2-N","23.2237","61.2617","N","N","Upto 11","31","2","33","31","0","31","0","29","2","31","50439091.8","0.0","50439091.8","317531704.22","0.0","317531704.22","309284890.87","0.0","309284890.87","0.0","0.0","22372301.12","0.0","22372301.12","32821.12","22339480.0","0.0","50439091.8","1193525.82","87993.73","4734057.64","56629865.02","50439091.8","21350467.44","435708.79","72225268.04","273549555.61","21350467.44","435708.79","0.0","25634125.63","320969857.48","2431443.91","0.0","0.0","2431443.91","2021647.77","0.0","0.0","0.0","55333.9","2076981.67","317531704.22","25578791.74","309284890.87","415934.78","0.0","28989967.17","339800774.31","2397540.15","0.0","0.0","2397540.15","3980576.07","187781.5","0.0","0.0","0.0","1212338.44","0.0","0.0","0.0","1212338.44","340985976.02","90730.07","58595175.09","1213299.83","0.0","1322882.21","61359322.95","9.92","100","93.5484","0","100.0","0.0","86.8954","86.4204","0.155094","17.6838","15.3664","15.1885","721687.1329","153.1095","175196.03","1162751.28","0.0","0.0","1162751.28","1109981.5","0.0","0.0","227965.82"
"304","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Jalahalli","Jalahalli","Jalahalli","HT","HT","HT2B1","23.2707","61.2707","N","N","11","28","2","30","28","0","28","0","26","2","28","53857297.41","0.0","53857297.41","267832094.32","0.0","267832094.32","274288623.89","0.0","274288623.89","0.0","0.0","22007651.58","0.0","22007651.58","84997.0","21922654.58","0.0","53857297.41","670882.29","31662.46","2671906.57","57483837.2","53857297.41","19729168.89","737304.33","74323770.63","227646146.66","19729168.89","737304.33","0.0","20846365.14","268958985.01","906771.58","0.0","0.0","906771.58","1653770.35","0.0","0.0","0.0","39566.77","1693337.12","267832094.32","20806798.37","274288623.89","718407.51","0.0","22915507.85","299488081.04","1131954.19","0.0","0.0","1131954.19","3010136.08","38915.99","0.0","0.0","0.0","632468.06","0.0","0.0","0.0","632468.06","299987567.17","118107.03","47282660.81","689779.11","0.0","563197.09","48828905.09","9.92","100","92.8571","0","100.0","0.0","87.8871","87.2424","0.141866","15.6395","13.7451","13.6084","785987.5566","137.1811","252088.46","1606721.41","0.0","0.0","1606721.41","1565541.79","0.0","0.0","293268.08"
"305","BESCOM Corporate Office","BMAZ-North","Bengaluru North Circle","Jalahalli","Jalahalli","Jalahalli","HT","HT","HT2B2","23.2737","61.2737","N","N","11","35","3","38","35","0","35","0","32","3","35","78900175.22","0.0","78900175.22","362657955.49","0.0","362657955.49","390946615.7","0.0","390946615.7","0.0","0.0","30553392.72","0.0","30553392.72","70459.38","30482933.34","0.0","78900175.22","1097828.42","114776.2","6412891.57","86636447.91","78900175.22","24001561.97","667119.99","103568857.19","313176404.21","24001561.97","667119.99","0.0","26106221.41","363951307.58","177920.23","0.0","0.0","177920.23","33732.88","0.0","0.0","0.0","80406.89","114139.77","362657955.49","26025814.52","390946615.7","665197.35","0.0","32425392.98","424975615.52","3621407.79","0.0","0.0","3621407.79","4377452.39","103127.43","0.0","0.0","0.0","348115.22","0.0","0.0","0.0","348115.22","428248908.09","163715.82","50447799.2","1099751.06","0.0","13313.11","51674352.17","9.92","100","91.4286","0","100.0","0.0","91.8013","90.9","0.110487","15.3076","14.0525","13.9093","872954.0776","140.2145","110776.5","941121.8","0.0","0.0","941121.8","938409.49","0.0","0.0","113488.81"
